expression_id,operation_id,operation_ast,canonical_meaning_ja,must_preserve_ja,expression_ja,connective_expression_ja
expr-candidate-9a721e5d6b95aa8832bb50a9099230e11a754ceca1d1b4d8cc2aa49a2413d777,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各数を三倍する,各数を三倍して
expr-candidate-b67a7b14c8733f88c4c22e5c94ea3183847ea5542e5fd7375e82e024c2309b09,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各値を三倍する,各値を三倍して
expr-candidate-bdaa2733aa9c71ed72cbc22ced7f8999a7e5a7f962ab75f0e76b58bbe1ab8592,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各項目を三倍する,各項目を三倍して
expr-candidate-c8fae6f5639b352678d886af2c0f684d030282b6f4b7b3f2e2482e0673c41e7d,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各データを三倍する,各データを三倍して
expr-candidate-e77ec39603381a0e20b34de2990b5fa96ba07561fc27d85ed7e4212ef61200eb,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,全体を三倍する,全体を三倍して
expr-candidate-f43972c82785c9220c285898d3bb7281c9b267b39998d5c1268e503101b2587b,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,すべての項目を三倍する,すべての項目を三倍して
expr-candidate-6494bc40b201d1c330bf3a2572115a1e1f3f7a1b8f5b096db2db58d55c35ab4d,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,全体の数を三倍する,全体の数を三倍して
expr-candidate-68cd1f7437098a3fd587ca90629b7a412fd2853098413ff7765ee2800b936727,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,すべての要素を三倍する,すべての要素を三倍して
expr-candidate-8d356ab42d997e44baf6e8a8efca05472d6b2a335d5c13865294b219f326d133,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,すべてのデータの値を三倍する,すべてのデータの値を三倍して
expr-candidate-a5cbc631f318fd33f066150d388c7d673c5aeeb8acb4fd21152ac50872ad7e7f,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,すべての数の項目を三倍する,すべての数の項目を三倍して
expr-candidate-ab6ec7903c670197696bb50354a4f0f7ff9f0add3f514795b11aad45681d3674,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各項目の値を三倍する,各項目の値を三倍して
expr-candidate-bd4e542ab9f15ad8a048377fa1d59546dfb2efd4a921fa0d6e7c6f46b2992336,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各データの数を三倍する,各データの数を三倍して
expr-candidate-5607f535977c0cc4fd2acf0e85deb9e651d79dc98bdf9376bf9ea1cc8aca61e3,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各項目の数を三倍する,各項目の数を三倍して
expr-candidate-93a832d4f4ec16696c00c5a2370385e3a2bfab1ea6887fde344766ebb39b19af,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各数の値を三倍する,各数の値を三倍して
expr-candidate-efd4567f8dad8bc3a6dd237ec499c2db904837b3ef2ece327593e1845af6b3b2,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,各データの値を三倍する,各データの値を三倍して
expr-candidate-43eed9af1d31afaf75d823d28e85bc756e7d878bb9d03c45547dfb610fd8ceef,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,すべての数の値を三倍する,すべての数の値を三倍して
expr-candidate-63c47dce4624a3a07e30dc37354397c6f8c37bcbcf9cdff634c4ed33807493cb,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,すべての値を三倍する,すべての値を三倍して
expr-candidate-97a6db9acf24c2bde20bd33b44fda3ded736a94dc396e74628992b6a3c691ab7,atomic-000015,"{""map"":[""mul_const"",3]}",各要素を3倍する,リストの全要素を3倍する。k倍や2倍へ変えない。,すべての項目の数を三倍する,すべての項目の数を三倍して
expr-candidate-013a21ef678f31713d63ef83a7f0426b8c10b297c0e8819d0450b6c0ebd566c1,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,正負をひっくり返す,正負をひっくり返して
expr-candidate-2a476b59a01a3f771bdfd0ed86d15cbac98cd64015713a83c4e7ca759fe6b09e,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,正負を反転する,正負を反転して
expr-candidate-555031dbf048aa4d6878937f321c6113eb16766d2b07657220fe36a63d373601,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,正負を逆転させる,正負を逆転させて
expr-candidate-55bea0cb50acbb351362dc45f8536fc80029dd55274b853a9488a59a8f3fa1d6,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,数の正負を入れ替える,数の正負を入れ替えて
expr-candidate-b7d2bc67c18207d90414d174cdc8c969ef42641a282fabca2ad6b27936f9fdcc,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,値の符号を逆転する,値の符号を逆転して
expr-candidate-ba07414bc03333c534e562987ead824c869f74a89aa818a56f49e9ef7966fcd8,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,数の符号を変える,数の符号を変えて
expr-candidate-c30c0a42207fc15f353c9325d857875b2489156e7448ccd2f2d30d243ad8b999,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,正負を変える,正負を変えて
expr-candidate-d0546fc776e24283a1b3ebfd5d66319267c2a3c21aa84df595cc4f7c7c1d35ef,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,符号を反転する,符号を反転して
expr-candidate-d66b17e68b8dcaefc0ec04c22c5ab2d86407b3a8b8ca4a9d5a33a341cb43bb88,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,数の符号を反転する,数の符号を反転して
expr-candidate-d7960e671711b358839ba224f58fefee5a20505a412f1a97c81fc7bcf1828d54,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,値の符号を反転する,値の符号を反転して
expr-candidate-e81a64ce79d20e5c05bb2f9cca19a5bde070ad76e6baf8d6b674208e2d754a71,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,符号の正負に変える,符号の正負に変えて
expr-candidate-e89184af2c8bb79f31ee848e60cccd49fdf32a756d23442695278a8ea009a83f,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,値の正負を切り替える,値の正負を切り替えて
expr-candidate-efbf2177874093b0f0146d74bcaaed4137029d8b8fa1ec89f54e09819714c878,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,符号を変える,符号を変えて
expr-candidate-f22241e5d61bf102661b75048b2943c079f1bf1de0b762a1a85dd8d92b754860,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,数の正負をひっくりかえる,数の正負をひっくりかえて
expr-candidate-a36446ad630f700f715d27250d59f7d13558fb1ad8b35c4476aaf6d62080d735,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,数の正負を反転する,数の正負を反転して
expr-candidate-c88ed025127034be04aeabfc5ecce2a06651e717fde486b1d181d2d4282dbacc,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,数の正負を切り替える,数の正負を切り替えて
expr-candidate-eab56fa519e62ed224ab8ebb26960fec6c73d67ccebb05ac19bc1d34aaf0c892,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,数の符号を正負に変える,数の符号を正負に変えて
expr-candidate-597d8c43c6cd9815f302c1ee18a2360517bfc6e80a03f7fb5e89e457dcb4c95c,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,数の正負を変える,数の正負を変えて
expr-candidate-5ed5957c6553d96416b1438881edf782fda640eec622ead7690803b8f8dc4f63,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,値の正負を変える,値の正負を変えて
expr-candidate-e355235cb02d0607f51014bc3221e46d75a226f2c1cd98c24fe66d34f2ca8e25,atomic-000016,"{""map"":[""negate""]}",各要素の符号を反転する,各要素xを-xへ変換する。リストの並び順を反転する操作ではない。,値の符号を変える,値の符号を変えて
expr-candidate-0fe38598c08612e676393bc07e0d8fd299f15db8a29cc0941706436f286d5169,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を取る,絶対値を取りて
expr-candidate-16f25206243f825c50e1daef0b663d2e1c77dd1771ed30ddb83f52f14eb43110,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を計算する,絶対値を計算して
expr-candidate-1dc7d8e361d626ff8da4de4bcc79ddb381ca69da0756d9a8f89fd96c52ffaa76,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を取る操作を行う,絶対値を取る操作を行って
expr-candidate-1ef505c401dff0a71264f4bcad85b70fd4bbbd823ccb3b2ddf00d38882946e4f,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,各数の絶対値を計算する,各数の絶対値を計算して
expr-candidate-247169cc1ba5b27c44f4767a7e816e929093be6d36fc5e4ff16fbd569d426205,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,すべての数の絶対値を計算する,すべての数の絶対値を計算して
expr-candidate-55e2bfd18a562b9061ab8226d10e10ceecb1eb5087ca3249e8dbed7f5100d30c,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,各要素の絶対値を取得する,各要素の絶対値を取得して
expr-candidate-5ba434c82debd91b1859c396218e1be2d6ba37fe3e7362b14a129bef96eb1804,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,各数の絶対値を変える,各数の絶対値を変えて
expr-candidate-6dd14e513b8b03923f14823a7a7c5d1c9f61363c7ebba5701b65258b2521a4bd,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,すべての要素の絶対値を求める,すべての要素の絶対値を求めて
expr-candidate-cd40a7a0863047005eb6b62e571488ce718170e2abbc81723bf1556cd58a8ee5,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を求める,絶対値を求めて
expr-candidate-d09a84a3eff0af1034a6c8e38d8f3eec822b5fa4432f37b7c24643c1c27b0e07,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,各データの絶対値を求める,各データの絶対値を求めて
expr-candidate-d1edb689f7649175447b252c013e94582f569aa18929e216ceb77613bebf9ba6,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,各要素の絶対値を取る,各要素の絶対値を取って
expr-candidate-ddadbdf12244aadb4f53c106344a13ccba64cfd78cb63a730df48c4b74a55dc8,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,数値の絶対値を求める,数値の絶対値を求めて
expr-candidate-fd7c2df926fa6e3137635269cf1cc8a380054de9c862ec48766aaa1877f32f12,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,すべての数の絶対値を求める,すべての数の絶対値を求めて
expr-candidate-1339427479e88dffc4c27f117ec0427a3f81db936eb496228bc5f769292ce45f,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,各数の絶対値を取る,各数の絶対値を取って
expr-candidate-1df1958373aa5e223938f1df3ed77873ed6db53c9e9dfc38b45613fa7fac3fab,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を確保する,絶対値を確保して
expr-candidate-257634806f410bdc9c2ec1ff2d73aab88bb4b2376c1c4627d9f5abcfe28107f3,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を抽出する,絶対値を抽出して
expr-candidate-757a28fa4e31a92db41e08b0a5a01f92d252a329f51b4b912cf805b3c25a9809,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,全ての数の絶対値を求める,全ての数の絶対値を求めて
expr-candidate-9dc1874a0599afb124a96199334e03de892b989202876197ad16e5ad9a5d4d1f,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を変える,絶対値を変えて
expr-candidate-b6dcc7ec2ddab1520f1f8f5722a374a18e36817fc93ec0f1ac7feb01af7924bb,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,数の絶対値を求める,数の絶対値を求めて
expr-candidate-6d8e17a69225b374655d390bda8ff627e7e474eab9890236e0c33368ca25440d,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を変数に格納する,絶対値を変数に格納して
expr-candidate-1984cfdd894a50e588243eb47941d5ef54e6dac41426cbb4f21092da4877ce11,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,各要素の絶対値を求める,各要素の絶対値を求めて
expr-candidate-957b19cc517d2bf3706f4961994139f4d23c1a86064472eafe63a8be15b8b92a,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を取得する,絶対値を取得して
expr-candidate-de284f4488c18f20cfe849ad340393539b5baa768dd578bf2268733077f27c21,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を算出する,絶対値を算出して
expr-candidate-eee15ee3bdfe4f0ada075c599bed547e0bdef2a4e53bebfed5409b2c5aff394b,atomic-000017,"{""map"":[""abs""]}",各要素の絶対値を取る,リストの全要素を絶対値へ変換する。,絶対値を導き出す,絶対値を導き出して
expr-candidate-018b9677c5fa91f0d2d3a998f2c43e18c89065f88430d4fcb2a86a26e955ee29,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,すべての値を自乗する,すべての値を自乗して
expr-candidate-0bbd2edb9b45a1dc31940f700c9009b44c5080586ec8d1ab961eed1440c22549,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,すべての数を二乗する,すべての数を二乗して
expr-candidate-23f8a45959af94bd37743e38f42430cfd0e68b6cb829e2a208f39c79e42dd8e2,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,各値を平方する,各値を平方して
expr-candidate-775ca3d2af92132171e9c8ad39526092e2b6174f27afc90b9209241661a0dc89,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,各数を平方する,各数を平方して
expr-candidate-8c154929eea00b3e844d4f1e9b417746a989f85b32a5bcc497bd0eba3c7f0dd9,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,すべての項目を二乗する,すべての項目を二乗して
expr-candidate-bc14777d4fb0b679dc4a648b5f9bb558d4e61c14a963d389af63b28482201a45,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,各要素を二乗する,各要素を二乗して
expr-candidate-cb875e91ad64199936a1159b50fdcccfc7d35ae3fe279f890e210946e5d1bef0,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,すべての要素を平方させる,すべての要素を平方させ
expr-candidate-e7abdfd57848c7cb29f5eac1689a9584091864070381ba347182c60295b3871d,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,それぞれの数を二乗する,それぞれの数を二乗して
expr-candidate-ffee3cb25809a257b0cb0dca9ea16a5a1d1555f732970179e1290fe75b73816f,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,各要素を二乗させる,各要素を二乗させて
expr-candidate-1d88ef3190a5a9440fa52b7704cb2f135c0452efbc4ec1b6747eb592a2c2e41a,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,各要素を平方する,各要素を平方して
expr-candidate-5ebecdab1d64fb7d2223d08b608e6dd3258cacd177f6d4e1665694d80d14d57f,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,各数を二乗する,各数を二乗して
expr-candidate-750cbbef5ea03883068bcfb442c89819a223ea35bc8ce473f684507bd0cd2605,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,すべての数を自乗する,すべての数を自乗して
expr-candidate-84bcf45071b181b334dd0eb420d1d1bd0cfc6ca98e1bfde8f68c164c20be0727,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,すべての要素を平方する,すべての要素を平方して
expr-candidate-e646e4ecdb3bd0ea3a477a163d14e9e5ea4736ae1b74a163113386e0dc036cab,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,すべての値を二乗する,すべての値を二乗して
expr-candidate-e9c4f8382f09896b88766cc41a76e03249ca0b39f5b3534539cb4306ca4dce57,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,各項目を二乗する,各項目を二乗して
expr-candidate-ece9634f25dad3a93399bd8b219f18398be811d573db4167fc41326f3ead40b5,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,それぞれの数を平方する,それぞれの数を平方して
expr-candidate-02afd59ba1f4b6afd847d908ba8ca9e1506479cf760ff5389c7f9f84c492f896,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,値を平方する,値を平方して
expr-candidate-2bd322ab33629f4dcb7c5558827c6e52b6cda768dc2f87b629d3f21f314eeff9,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,要素を二乗する,要素を二乗して
expr-candidate-2e309ed1926e737fe574272a6c166d44edf224dd9c8cf44a82f1119a48df6cbc,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,要素を平方する,要素を平方して
expr-candidate-577805a8c41c3ec07e97c5b2ec2d9817d0458c663e55c85e94261a281f935d67,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,数を平方する,数を平方して
expr-candidate-7430f75efada358a48cedafb5532cf7d4693dd37e871ec1d40656199537e5e29,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,項目を平方する,項目を平方して
expr-candidate-9e403bf5642adbf00d7e90e4bd947e37b1e421c43b63f9075f40e9a62dd3b438,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,値を二乗する,値を二乗して
expr-candidate-a22594c857e7d0702b5503f3b0bba1b44233b0179670f7e63a049d41eafae7f8,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,数を自乗する,数を自乗して
expr-candidate-b4e16e17294ce8e31334d445533e5748649c5a925f5f414cc8b9a7c94133133c,atomic-000018,"{""map"":[""square""]}",各要素を二乗する,リストの全要素xをxの2乗へ変換する。2倍へ変えない。,数を二乗する,数を二乗して
expr-candidate-36672c316d046e0674f5ad7cc69868a987d2de43fc74146ae43b5afe6fba9258,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を小さい順に並べる,値を小さい順に並べて
expr-candidate-715990d144eae42ebaab1842bdf93c784e051428c0b393f4f3d443e06436ba6e,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を低い順に並べる,値を低い順に並べて
expr-candidate-89f83720dfcbadae2d796a40ea2e99ae34e8bed9f29569ff9640d436626d6067,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を最小から最大へ並べる,値を最小から最大へ並べて
expr-candidate-9f7493d748c6821c12650ce3f083e4f2722a9aeb264f07bf242d119d5ff46d1a,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,小さい順に並べる,小さい順に並べて
expr-candidate-a2b256d7752a840dabcf3fb15484c1ccc82e20ce60fb173daaf09ddc34ee641f,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を昇順に並べる,値を昇順に並べて
expr-candidate-b44bbd06bb9c785b2e8542d77b57ea76276e9d84705187e4f4c2c3c439c3dfd1,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を小さいものから大きいものへ並べる,値を小さいものから大きいものへ並べて
expr-candidate-dd2eef700492a9303e6394d6b625f3f273c20834d0cd6d3efbb5937552f44f50,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を小さい順に並べ替える,値を小さい順に並べ替えて
expr-candidate-7fdb80bd4e0776f5ed73f1220dfb821e85b27b376a5906447237ea2ad6d1b610,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を小さな順に並べる,値を小さな順に並べて
expr-candidate-064c13a148b0fade1c331b3acbd622738b4ef461ba2f4acb94fd32cd153de6dd,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を最も小さいものから並べる,値を最も小さいものから並べて
expr-candidate-400fbaf48796d4d4a06386af343eebbd84d53ff7582483d683e27c7518c19167,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を最も低い順に並べる,値を最も低い順に並べて
expr-candidate-1482d79f641f245aa4ded4b15c1beb9cdf92cad612defe07b810f035c33c844e,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,小さいものから並べる,小さいものから並べて
expr-candidate-7d3f96d3b48f1f23df4dc696252b697ac09bd73066f5b5f7af79e5f75f946d3b,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,小さいものから大きいものへ並べる,小さいものから大きいものへ並べて
expr-candidate-c672ad9ab29cd489a70b2915f418eca71a5c574b2708ab61935a1723cfdefe68,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を小さいものから並べる,値を小さいものから並べて
expr-candidate-d5f61b84ef39d2b38eb25d528debefe2b3bd8282b91ad105777b0476971c4396,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,小さい順に並ばせる,小さい順に並ばせて
expr-candidate-df821cb5de8a62f5d87587dada2383134a4c19e1a8e40f90a94a5c2094c7ca19,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を高める順に並べる,値を高める順に並べて
expr-candidate-0f95b3d14b17611188f3f8d4aec0f261b8fa809bfdeafd86d64a92144475d133,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を小さいものから大きいものへ並ばせる,値を小さいものから大きいものへ並ばせて
expr-candidate-751fafdd7aa2a049a82c2f512b932895ad36d5ec8140d5689788927182ad5263,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を小さいものから並ばせる,値を小さいものから並ばせて
expr-candidate-ee0ae72c9d5cced56b224cb547d5f32455fcb21d8f93838379da30afc4b2ab39,atomic-000019,"{""order"":""ascending""}",値を昇順に並べる,値の小さい順に並べ替える。現在の順序を単に反転する操作ではない。,値を小さい順に並ばせる,値を小さい順に並ばせて
expr-candidate-153fdcede62d0cde4d76d844688c49ab294bdf1e0b62007d186ed3a9a695701a,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を降順に整理する,値を降順に整理して
expr-candidate-156786eeb877c647a90037814b563e9bc7d4d94c982b13f25967dcd8dc17949c,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を大きいほうから小さいほうへ並べる,値を大きいほうから小さいほうへ並べて
expr-candidate-29259b94ce95821c571cfc204e83f97b6fbe15a96542a26199ace4893304badc,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,値を降順に配置する,値を降順に配置して
expr-candidate-3e39aa34f6cac71909125d0164020d9f597fc99690e6f3cc3de856f135c0be4e,atomic-000020,"{""order"":""descending""}",値を降順に並べる,値の大きい順に並べ替える。現在の順序を単に反転する操作ではない。,大きな値から小さな値に並べる,大きな値から小さな値に並べて
